"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
9.892900670E0,-4.803000450E0,-4.450950146E0,3.748050213E0
9.912900670E0,-4.803000450E0,-4.450950146E0,3.748050213E0
9.932900670E0,-4.803000450E0,-4.450950146E0,3.748050213E0
9.952900670E0,-4.803000450E0,-4.450950146E0,3.748050213E0
9.972900670E0,-4.803000450E0,-4.450950146E0,3.748050213E0
9.992900670E0,-4.803000450E0,-4.450950146E0,3.748050213E0
1.001290067E1,-4.803000450E0,-4.450950146E0,3.748050213E0
1.003290067E1,1.153095055E1,-5.640000105E-1,1.354950070E0
1.005290067E1,1.153095055E1,-5.640000105E-1,1.354950070E0
1.007290067E1,1.918050051E0,-3.475050211E0,-4.561050415E0
1.009290067E1,1.918050051E0,-3.475050211E0,-4.561050415E0
1.011290067E1,1.918050051E0,-3.475050211E0,-4.561050415E0
1.013290067E1,1.918050051E0,-3.475050211E0,-4.561050415E0
1.015290067E1,1.918050051E0,-3.475050211E0,-4.561050415E0
1.017290067E1,-6.660000086E-1,-2.593695068E1,1.376295090E1
1.019290067E1,-6.660000086E-1,-2.593695068E1,1.376295090E1
1.021290067E1,6.000000238E-2,-6.652950287E0,-5.209500194E-1
1.023290067E1,6.000000238E-2,-6.652950287E0,-5.209500194E-1
1.025290067E1,6.000000238E-2,-6.652950287E0,-5.209500194E-1
1.027290067E1,-1.030050039E0,-8.509500623E-1,1.258950114E0
1.029290067E1,-1.030050039E0,-8.509500623E-1,1.258950114E0
1.031290067E1,-1.030050039E0,-8.509500623E-1,1.258950114E0
1.033290067E1,-1.030050039E0,-8.509500623E-1,1.258950114E0
1.035290067E1,-1.030050039E0,-8.509500623E-1,1.258950114E0
1.037290067E1,-1.030050039E0,-8.509500623E-1,1.258950114E0
1.039290067E1,-1.030050039E0,-8.509500623E-1,1.258950114E0
1.041290067E1,4.618050098E0,-6.558000088E0,2.250000089E-1
1.043290067E1,4.618050098E0,-6.558000088E0,2.250000089E-1
1.045290067E1,4.618050098E0,-6.558000088E0,2.250000089E-1
1.047290067E1,4.618050098E0,-6.558000088E0,2.250000089E-1
1.049290067E1,4.618050098E0,-6.558000088E0,2.250000089E-1
1.051290067E1,-7.942950249E0,-2.040300179E1,3.978000164E0
1.053290067E1,-7.942950249E0,-2.040300179E1,3.978000164E0
1.055290067E1,-8.613000870E0,-5.256000042E0,-1.950000077E-1
1.057290067E1,-8.613000870E0,-5.256000042E0,-1.950000077E-1
1.059290067E1,-8.613000870E0,-5.256000042E0,-1.950000077E-1
1.061290067E1,-6.946950436E0,-1.693950057E0,3.634050131E0
1.063290067E1,-6.946950436E0,-1.693950057E0,3.634050131E0
1.065290067E1,-4.897950172E0,-3.456000090E0,2.158950090E0
1.067290067E1,-4.897950172E0,-3.456000090E0,2.158950090E0
1.069290067E1,-4.897950172E0,-3.456000090E0,2.158950090E0
1.071290067E1,-4.897950172E0,-3.456000090E0,2.158950090E0
1.073290067E1,-4.897950172E0,-3.456000090E0,2.158950090E0
1.075290067E1,6.187950134E0,-2.218305016E1,9.454950333E0
1.077290067E1,6.187950134E0,-2.218305016E1,9.454950333E0
1.079290067E1,6.187950134E0,-2.218305016E1,9.454950333E0
1.081290067E1,6.187950134E0,-2.218305016E1,9.454950333E0
1.083290067E1,6.187950134E0,-2.218305016E1,9.454950333E0
1.085290067E1,1.143495083E1,-6.595950127E0,-9.693000793E0
1.087290067E1,1.143495083E1,-6.595950127E0,-9.693000793E0
1.089290067E1,8.070000410E-1,-1.205295086E1,-7.510050297E0
1.091290067E1,8.070000410E-1,-1.205295086E1,-7.510050297E0
1.093290067E1,8.070000410E-1,-1.205295086E1,-7.510050297E0
1.095290067E1,8.070000410E-1,-1.205295086E1,-7.510050297E0
