"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
8.714501240E-1,-1.162287474E0,-1.760137439E0,1.516350031E0
8.914501240E-1,-1.162287474E0,-1.760137439E0,1.516350031E0
9.114501240E-1,-4.346374869E-1,-2.650312424E0,1.965837479E0
9.314501240E-1,-4.346374869E-1,-2.650312424E0,1.965837479E0
9.514501240E-1,-4.346374869E-1,-2.650312424E0,1.965837479E0
9.714501240E-1,7.793499827E-1,-3.037374973E0,2.123549938E0
9.914501240E-1,7.793499827E-1,-3.037374973E0,2.123549938E0
1.011450124E0,7.793499827E-1,-3.037374973E0,2.123549938E0
1.031450124E0,7.793499827E-1,-3.037374973E0,2.123549938E0
1.051450124E0,7.793499827E-1,-3.037374973E0,2.123549938E0
1.071450124E0,2.286487579E0,-3.104337454E0,1.496000051E0
1.091450124E0,2.286487579E0,-3.104337454E0,1.496000051E0
1.111450124E0,2.739274979E0,-3.326537371E0,8.182625175E-1
1.131450124E0,2.739274979E0,-3.326537371E0,8.182625175E-1
1.151450124E0,2.739274979E0,-3.326537371E0,8.182625175E-1
1.171450124E0,2.481874943E0,-2.218837500E0,2.866874933E-1
1.191450124E0,2.481874943E0,-2.218837500E0,2.866874933E-1
1.211450124E0,1.998700023E0,-1.667737484E0,8.758749813E-2
1.231450124E0,1.998700023E0,-1.667737484E0,8.758749813E-2
1.251450124E0,1.364137530E0,-1.256062508E0,3.720749915E-1
1.271450124E0,1.364137530E0,-1.256062508E0,3.720749915E-1
1.291450124E0,1.364137530E0,-1.256062508E0,3.720749915E-1
1.311450124E0,9.402250051E-1,-8.185374737E-1,4.817999899E-1
1.331450124E0,9.402250051E-1,-8.185374737E-1,4.817999899E-1
1.351450124E0,2.655124962E-1,4.336749911E-1,7.103250027E-1
1.371450124E0,2.655124962E-1,4.336749911E-1,7.103250027E-1
1.391450124E0,1.216875017E-1,3.392125070E-1,8.725749850E-1
1.411450124E0,1.216875017E-1,3.392125070E-1,8.725749850E-1
1.431450124E0,1.216875017E-1,3.392125070E-1,8.725749850E-1
1.451450124E0,3.338499963E-1,-1.094499975E-1,7.495124936E-1
1.471450124E0,3.338499963E-1,-1.094499975E-1,7.495124936E-1
1.491450124E0,3.338499963E-1,-1.094499975E-1,7.495124936E-1
1.511450124E0,6.663249731E-1,-6.062374711E-1,4.203374982E-1
1.531450124E0,6.663249731E-1,-6.062374711E-1,4.203374982E-1
1.551450124E0,8.002499938E-1,-8.503000140E-1,3.636874855E-1
1.571450124E0,8.002499938E-1,-8.503000140E-1,3.636874855E-1
1.591450124E0,8.002499938E-1,-8.503000140E-1,3.636874855E-1
1.611450124E0,8.002499938E-1,-8.503000140E-1,3.636874855E-1
1.631450124E0,8.002499938E-1,-8.503000140E-1,3.636874855E-1
1.651450124E0,8.002499938E-1,-8.503000140E-1,3.636874855E-1
1.671450124E0,8.002499938E-1,-8.503000140E-1,3.636874855E-1
1.691450124E0,8.002499938E-1,-8.503000140E-1,3.636874855E-1
1.711450124E0,8.002499938E-1,-8.503000140E-1,3.636874855E-1
1.731450124E0,8.002499938E-1,-8.503000140E-1,3.636874855E-1
1.751450124E0,8.002499938E-1,-8.503000140E-1,3.636874855E-1
1.771450124E0,8.002499938E-1,-8.503000140E-1,3.636874855E-1
1.791450124E0,1.819124967E-1,-1.381600022E0,-1.229249984E-1
1.811450124E0,1.819124967E-1,-1.381600022E0,-1.229249984E-1
1.831450124E0,-2.099625021E-1,-6.268625259E-1,-2.673000097E-1
1.851450124E0,-2.099625021E-1,-6.268625259E-1,-2.673000097E-1
1.871450124E0,-2.099625021E-1,-6.268625259E-1,-2.673000097E-1
1.891450124E0,-6.516125202E-1,3.778499961E-1,1.985500008E-1
1.911450124E0,-6.516125202E-1,3.778499961E-1,1.985500008E-1
1.931450124E0,-6.249374747E-1,1.220999956E-1,3.819749951E-1
1.951450124E0,-6.249374747E-1,1.220999956E-1,3.819749951E-1
1.971450124E0,-6.249374747E-1,1.220999956E-1,3.819749951E-1
1.991450124E0,-5.586624742E-1,3.689124882E-1,6.003249884E-1
2.011450124E0,-5.586624742E-1,3.689124882E-1,6.003249884E-1
2.031450124E0,-4.041124880E-1,8.986999989E-1,5.882250071E-1
2.051450124E0,-4.041124880E-1,8.986999989E-1,5.882250071E-1
2.071450124E0,-1.692624986E-1,5.779125094E-1,7.858124971E-1
2.091450124E0,-1.692624986E-1,5.779125094E-1,7.858124971E-1
2.111450124E0,-1.692624986E-1,5.779125094E-1,7.858124971E-1
2.131450124E0,3.863750100E-1,-5.109499693E-1,2.667500079E-2
2.151450124E0,3.863750100E-1,-5.109499693E-1,2.667500079E-2
2.171450124E0,4.999499917E-1,6.751249731E-2,-3.562625051E-1
2.191450124E0,4.999499917E-1,6.751249731E-2,-3.562625051E-1
2.211450124E0,3.873375058E-1,3.667125106E-1,5.070999861E-1
2.231450124E0,3.873375058E-1,3.667125106E-1,5.070999861E-1
2.251450124E0,3.873375058E-1,3.667125106E-1,5.070999861E-1
2.271450124E0,2.495625019E-1,1.164624989E-1,1.033587456E0
2.291450124E0,2.495625019E-1,1.164624989E-1,1.033587456E0
2.311450124E0,2.495625019E-1,1.164624989E-1,1.033587456E0
2.331450124E0,2.495625019E-1,1.164624989E-1,1.033587456E0
2.351450124E0,2.495625019E-1,1.164624989E-1,1.033587456E0
2.371450124E0,6.627500057E-2,-2.953499854E-1,1.472074986E0
2.391450124E0,6.627500057E-2,-2.953499854E-1,1.472074986E0
2.411450124E0,4.001250118E-2,-2.631750107E-1,1.367300034E0
2.431450124E0,4.001250118E-2,-2.631750107E-1,1.367300034E0
2.451450124E0,4.001250118E-2,-2.631750107E-1,1.367300034E0
2.471450124E0,3.547500074E-2,-4.043875039E-1,6.943749785E-1
2.491450124E0,3.547500074E-2,-4.043875039E-1,6.943749785E-1
2.511450124E0,6.435000151E-2,-2.536875010E-1,-7.947500050E-2
2.531450124E0,6.435000151E-2,-2.536875010E-1,-7.947500050E-2
